tiempo,crudo,filtrado,fusion,kalman,distancia
38.752,100.92309083960515,99.57576492286071,200.5914837472718,193.36441688179966,2.223496800000003
38.784,97.69535400917975,99.01164164875641,200.3316330487291,193.0310316337103,2.2254435999999993
38.816,103.29866276214752,100.29774798277373,199.13033986107715,192.54055720754474,2.2273904
38.848,103.10053164793842,101.13858308232314,201.12951518032145,192.55213654832184,2.2292744
38.88,103.71309039189072,101.91093527519341,200.3322696509768,192.41732059962152,2.2311584
38.912,95.50927957318723,99.99043856459156,201.3022210413603,192.37959807866017,2.2331680000000014
38.944,106.2184230909351,101.85883392249461,203.6034695233464,192.86809020330122,2.2350520000000014
38.976,90.09711765077839,98.33031904097975,199.34720169036518,192.49779257857114,2.2369360000000014
39.008,94.42382816105118,97.15837177700118,196.73570520642252,191.67041017925925,2.238882800000002
39.04,108.50734326708888,100.56306322402749,202.23189909642088,191.98757935792588,2.2408296000000028
39.072,104.32829501126923,101.6926327602,203.23403888924614,192.48015987005806,2.2427136000000027
39.104,94.33583210829298,99.4855925646279,200.41970429701328,192.37419697450804,2.2445976000000027
39.136,107.66927103628832,101.94069610612601,203.43387004261118,192.78153624522338,2.2465444000000034
39.168,100.85676437125211,101.61551658566384,200.44245508370835,192.57370945504266,2.248491200000004
39.2,103.03963972783617,102.04275352831553,202.26519811350687,192.78484410729857,2.250375200000004
39.232,102.91076881667504,102.30315811482338,202.44663611058638,192.9906037388403,2.252259200000004
39.264,101.41588557584966,102.03697635313125,200.55722919719994,192.7142767251986,2.2542688000000055
39.296,98.96696873932083,101.11597406898811,200.82597156422213,192.63947262599544,2.2561528000000055
39.328,102.20077343865526,101.44141387988824,202.8753986297807,192.94914908342435,2.2580368000000055
39.36,100.55429207322743,101.17527733789,205.479704347971,193.62271437276237,2.259983600000006
39.392,97.67865963422577,100.12629202679072,204.16586213432214,193.93656384789014,2.261930400000007
39.424,98.7269902777979,99.70650150209286,201.97872380541318,193.84917410810883,2.263814400000007
39.456,101.25019697076596,100.16961014269478,199.72585926586794,193.3698388163568,2.265698400000007
39.488,109.06107591665355,102.83704987488241,202.94941079698106,193.50928347210476,2.2676452000000076
39.52,96.1341821696702,100.82618956331874,201.4345315933528,193.34929962456454,2.2695920000000083
39.552,97.50920066566621,99.83109289402297,200.49497709488753,193.09964878466974,2.2714760000000083
39.584,99.76958077769292,99.81263925912396,201.2268038228159,192.97620958683268,2.2734228000000045
39.616,102.38021548503039,100.58291212689588,201.52938298355315,192.92987865214386,2.2753696000000008
39.648,101.70515430591564,100.9195847806018,200.63132541402405,192.7808206715017,2.2772536000000008
39.68,100.52257163811507,100.80048083785576,201.8323732633197,192.87612848758525,2.2791376000000008
39.712,94.80797293050631,99.0027284656509,198.04481893879614,192.21721455891938,2.2810844000000015
39.744,96.46926964633155,98.24269081985508,196.369791602596,191.37438663115074,2.283031200000002
39.776,103.34272346666611,99.7727006138984,197.43137645535035,190.9276860355026,2.284915200000002
39.808,105.5989497746655,101.52057536212853,199.42900811447765,190.92340349750268,2.286799200000002
39.84,109.30632416563716,103.8563000031811,202.4069317051887,191.3560261378896,2.2888088000000035
39.872,98.72834472338994,102.31791341924375,198.73644949461772,191.14886371948552,2.2906928000000035
39.904,103.28818180797248,102.60899393586236,199.93806384413574,191.19668639163385,2.2925768000000035
39.936,97.79934104660026,101.16609806908372,199.6241904287765,191.12760961547,2.294523600000004
39.968,104.09524278140492,102.04484148278007,200.50341455350377,191.2301729433954,2.296470400000005
40.0,98.32602358641931,100.92919611387184,200.19837088841066,191.31039377575883,2.298354400000005
40.032000000000004,99.98154708580905,100.644901405453,201.78125409501183,191.66259275987005,2.300238400000005
40.064,103.91910286023285,101.62716184188695,202.43856122824138,192.01858220377113,2.3021852000000056
40.096000000000004,98.43119553846299,100.66837195085975,201.200493619161,192.08605128642316,2.3041320000000063
40.128,97.8954531020241,99.83649629620905,202.3063731423644,192.39290343190882,2.3060160000000063
40.160000000000004,99.08533076320893,99.611146636309,201.7507174758004,192.5436438089686,2.3079000000000063
40.192,95.15010039952861,98.27283276527487,198.59111772323058,191.99235414485256,2.3099096000000077
40.224000000000004,106.10139845462723,100.62140247208056,201.06793691499877,192.0920113634366,2.3117936000000077
40.256,95.4170561407455,99.06009857268003,199.20955775604563,191.8372688684538,2.3136776000000077
40.288000000000004,102.84094361045068,100.19435208401123,202.31930701051613,192.14005765446745,2.3156244000000084
40.32,101.07739402192271,100.45926466538467,202.79625709385726,192.47436920205763,2.317571200000009
40.352000000000004,102.07299593313834,100.94338404571076,201.96319616549283,192.64882259165,2.319455200000009
40.384,100.79519266964982,100.89892663289248,201.78346167659564,192.75916885630556,2.321339200000009
40.416000000000004,104.64518004412548,102.02280265626239,202.65891232144418,192.95656375430292,2.3232860000000053
40.448,100.03214633900369,101.42560576108477,202.80547839353318,193.14475876125152,2.3252328000000015
40.480000000000004,99.71220159862754,100.91158451234759,202.73447728123904,193.33747327160427,2.3271168000000015
40.512,97.8947443479014,100.00653246301371,202.68692407293887,193.48669992256544,2.3290008000000015
